,6581
clemency,2
dishwater.,1
question?,1
pate.,1
comedy,,1
question;,4
shovel.,1
shepherdesses,5
case;,3
CALLED,2
separately,2
uproar,1
business@pglaf.org.,1
divining,3
Therefore,2
refuse,,2
got.'",1
"we,14
saucer,1
proclamations;,1
Allah!",1
proclamations,,1
slaughter-house;,1
it--it,1
infelice,1
rectitude,5
truly.",1
assailed,,2
descried,5
below.",1
resolution.",2
agitated:,1
agitated;,1
consolation,11
agitated,,1
requirements,,3
requirements.,1
cautious,1
bristling,1
hiding-places,,2
plaza,4
lifeless,1
range,12
here.",10
sentences.,1
curds,,4
complimentary,1
youthful,1
honey,,2
hero's,2
scorns,1
teens,,1
heedless,5
parts,",1
artifice,2
trusted,,1
impressed,1
lone,1
long,204
"Consider,1
landscape;,1
earned.,1
Wearied,1
AMADIS,2
"Faith,,3
audacious,2
gracefulness,1
primera;,1
fleet.,1
scorn,,4
fleet,,4
scorn.,2
Quixote?,2
Quixote;,199
Quixote:,3
fulfilling,3
hasn't,2
Quixote.,108
Quixote,,627
today,1
Quixote',2
row,,2
Quixote",45
burial,,3
alforjas;,4
1610;,1
breast;,1
FOUNDATION,,1
breast.,2
breast,,13
alforjas,,5
user,,1
Archelaus,,1
marching,2
Indelible,1
peace,54
Jorge,2
contemplated.,2
faculties,,2
nice,10
nuns;,1
smitten,4
Corchuelo,",1
breasts,1
meaning,23
allowing,1
laughed,,5
unborn,,1
back?,3
happier,11
back;,3
purposes.,1
purposes,,1
Peace,1
dragged,9
back.,7
back,,47
harshly,,1
TAKE,2
wooings,,1
purposes;,2
independent,,1
reined,1
filled,,5
dispel,1
distributed:,1
filled;,1
infatuation,3
Language:,1
winds,4
discordant,2
gold,54
uphold,4
fortresses,1
languages,3
helmet?",1
me,",25
breach,3
include,3
confirmation,3
wind.,4
wind,,5
before;,8
wind;,2
pawing--for,1
measured,,1
remade,1
language!,1
paternity,1
language.,2
language,,24
shameful,,1
language;,1
away?",1
disclaimer,2
concluded,21
toils,5
you'd,1
advice-giver,1
wrestling,1
malice,13
fold,3
enamoured,9
imagination--just,1
disenchanting,2
veins,,2
folk,19
shade;,1
suggest,,1
vassals,,5
shade.,1
shade,,3
large,,3
large.,1
vassals;,1
suggest;,1
doctors,",1
maker,,2
chose,12
degree,20
careered,1
conclude,,3
mistress's,4
explore,2
burst?",1
Felixmarte.",1
toil,,4
you'?,1
settling,6
jackasses.",1
Filleau,1
distressed,21
larger,3
ones,,18
ones.,5
leaving,73
suggests,2
will.",10
Palm,1
requite,5
ones;,2
distresses,5
writer,2
himself.",5
apt,8
hardy,2
predicted,1
from,1520
fellow?",1
backbiters;,1
substance.'",1
frog,1
entertainment.",2
abideth,1
examination,3
eagles,1
Dore's,1
whelps,2
grandest,2
clever,7
hard,,4
messenger;,3
hard!,1
messenger,,3
capitulated,1
Samson's,2
bitterly,,5
am?",2
Guy,1
highborn,3
fro,,3
eagle,,1
fro.,1
dissolve,1
Quixana,,1
inaccessible,1
fashions,,1
counting,2
King,,4
stripped--the,1
struggles,2
illtilled,1
roughness,3
ensnare.",1
weak-minded,1
struggled,4
gold-crowns.,1
adventurers,4
"had,4
alive,,9
thirst;,2
attend,19
churls,1
solicit,,1
PROJECT,4
thirst,,7
wrist,4
"has,5
"such,2
struggle;,1
alcalde,7
arduous,9
struggle,,4
skirmish,,1
post-horse;,1
Kings,1
beauties,3
reeling,1
mountain.",1
drop.",1
interpreted,2
whilst,1
stones;,2
interpreter,4
covered.,1
covered,,4
retentio,1
superior,4
($1,1
alive;,1
glee,3
satisfy,,2
ceremony--or,1
STOUT,2
swiftness.,1
swiftness,,1
holiday,3
knight?",1
article,,1
adornment,2
impressing,1
sirs,,37
ambition,7
sirs!,1
articles,5
crowd,,1
night's,1
awl.",1
trimmed,3
lasts,,2
incapacitated,2
Cyprus,2
smell);,1
depression,1
far,",4
marquis,,1
fighting,,5
forth--The,1
our,514
girths,7
sleeves,,1
out,852
shaken,,1
acknowledgment,4
sentiment,4
sufficed,3
chaos,1
"Discreet,2
workman;,1
citest,1
beadle's,1
frankness,2
disclose,8
ambassador,,1
pours,1
answering,",1
suffice,,1
loggerheads,1
walls,,1
despatched,,1
hence,17
EPITAPH,3
bulky,2
obscurity,1
mule,,16
creature.",1
mule.,3
called;,2
sharp-witted,,2
called.,1
called,,14
mule;,3
enough;,3
doesn't,2
faint.,3
unknown,7
myself,",2
humour,,10
wagging,1
enough),1
mournful,,1
enough.,2
enough,,15
humour;,1
"We,10
umbrella,,1
Thessaly,,1
unceasing,2
"tus,,1
hereabouts,,1
beg,,3
learned,,7
mules,11
thoughtless,,1
astounded,4
paying,,1
touchy,,1
holland,5
"Manon,1
humours,9
Peter,9
sword.",2
Diego,29
patch;,1
clip,1
pigeons.,1
discarded,,1
"Poetry",1
linked,6
effects;,1
purple,,1
people,",1
bough,1
ransacked.,1
trespassing,1
ungirt,2
write.",1
Quixada,2
pip,,1
student's,2
who,1748
"Less,1
numerabis,1
knight-errant,71
sovereign's,1
why,59
tract.,1
Rinaldo,,1
hind-quarters.,1
already!",1
prisoners,,2
pipe,1
returnest,2
prisoners;,1
pupil,,1
Viriatus,,1
Whose,1
pleases,11
Whoso,1
artfully,2
chapters,3
betake,4
utter,34
fear,99
feat,2
agrees,2
nearer,6
succour,14
lunched,,1
many.,1
brushwood,1
pup,,1
many;,4
studded,2
local,4
many?,1
please;,3
chapter;,1
harmed,1
peacemakers,1
common.",1
chapter,,3
chapter.,10
please,,11
Terra.,1
please.,6
Quinones,,3
saints.",1
broached.,1
plaza,,4
plaza.,1
hundred.",1
married,27
INCLUDING,1
ascertain,11
therefrom,,1
marries,1
"Books,3
justifiable,,1
heathens,1
jineta,,1
despoiled,1
vain-glorious,1
ground,,53
ground.,18
monstrous,9
favor,1
sweat,11
identification,2
ground;,9
boughs,3
"nothing,2
enslaved,,1
shabbiness,1
shepherd-lasses,1
jot,1
ability,2
opening,14
joy,18
cuartillos,1
BENENGELI,2
ideas.,3
banos,,1
ideas,,3
governor-elect?",1
Sinon,,1
Felix,,6
Felix.,1
dainties,,1
bough,,1
agape,,1
walls;,1
Felix;,1
virtues.",1
grounds,2
remonstrance,,1
art.",2
stranger,,2
rashness,,5
continence,,2
decent,2
trademark,3
each.,1
Mendez,1
touched.,1
touched,,3
esquire.,1
rashness;,2
observations,",1
remedies,1
scrutiny,4
CERVANTES,2
ensuring,1
confers,2
remedied,1
"Peaceful,1
self-esteem,2
Malambruno,12
fearful,1
esquires,1
querulousness,,1
REMEMBRANCE,2
TRIVIAL,4
conceive.,1
ringing,1
"Urganda,1
thus,56
straits;,1
books?",1
"Persiles,",1
perhaps,80
lizard-catching,1
"Nevertheless,",2
Saragossa.,4
danger.",2
Saragossa,,12
temptingly,1
largest,3
Saragossa;,4
undertake,,1
hammering,2
slave,8
master's,,2
conceived,9
BARCELONA,2
master's;,1
laborious,2
"Then,",1
warming,1
obstinate.",1
Malindrania,,1
dignitary,1
Shall,5
banging,1
object.",1
qualified,3
scruples,3
undertaken,7
tenebras,1
excessive,4
Then,,10
heavily,4
SQUIRE,,4
only,,8
"you",1
assassins.",1
Nicholas,12
wonder,,14
wonder.,4
host.,2
host,,8
Fridays,1
tawny,5
wonder;,4
usage,8
jars,2
courtesy;,1
came.,4
provisions,6
came,,22
Great's,,1
execute,7
came;,3
press,14
PARTY,2
"your,19
safest,1
Within,1
questioners;,1
castles,,2
overtures,3
feigned,2
hosts,8
wonders,5
tranquilly,,2
(opportunities,1
smoothly,2
"Persiles,2
flagrant,2
wert,,1
past,,9
past.,3
employment,4
misadventures,3
heroic.,1
heroic,,1
Sancho--"woe,1
contrary.",2
sake,,14
sake.,1
sake;,2
combatant,,1
sake?,1
pasty,2
objurgations.,1
confined,,1
protracted.,1
pike,9
rare,31
carried,129
manager,,1
off-hand,2
carries,7
carrier,11
torch,,1
misrepresenting--should,1
gladsome,1
polished,16
wilderness,1
Juan,19
weather,3
promise,76
lawful,27
successfully.",1
shortsightedness,1
First,,3
transfer,4
spiral,1
trenches,1
captains,7
First;,1
resists,1
cotton;,3
cage;,1
market-places;,1
Brotherhood!",1
assail,8
formally,,1
captain;,2
resist,,2
"thy,1
captain,,10
proper,,2
Britain,1
proper.,1
cake,1
another.",5
resist;,1
bewail,6
knights-errant!,1
tally,1
kind;,4
kind:,1
knights-errant,,20
scabbard,,1
theatre,1
knights-errant;,11
kind,,18
knights-errant?,3
LXVI.,1
incredible,4
repute,4
conclusion,26
LXVII,1
kinds,6
brigantine,4
mortar.,2
stars:,1
Camilla's,11
readiest,2
intercourse,4
quail;,1
moderation,2
Spaniards,,2
HIGHEST,2
quail.,1
writings,7
delusions,,1
fig,,2
yellow,8
Alexanders,,1
Alexanders.,1
conjuring,1
briskness,1
was--a,1
IX.,2
Madrid;,1
be--that,1
obstinacy;,1
dramatists,,1
writing;,1
intercessor,1
archbishops-errant,1
figs,1
Barcelona.",1
fingers,,3
writing,,4
writing.,3
Guinart,,2
prize,16
accidents;,1
stars.,1
stars,,4
succession,2
TELLING,2
Majimasa,,1
spoken,,3
charter,1
Merlin,13
ass,",4
miller,1
ass,',1
monsters;,1
Whate'er,2
free-handed,,1
brick-work,,1
milled,2
bellowings,1
escaped.,2
overlooked,,1
ruthless,4
bestowing,4
Stout,,1
increasing,8
Charon's,1
XLIV.,2
so.",3
avert,1
intentioned,1
Church,13
swoon.,1
cloth.",1
pilchards',1
glass,,1
substance,7
DUBBED,2
enchanted.,2
enchanted,,23
cages,3
NOT,6
military,3
enchanted?,2
Goliath,1
punctilious,2
cuadrillero,3
divide,5
larger,,1
explained,9
civilities,5
mire,,2
scoffer,2
scoffed,1
fame.,4
odious,,1
fame,,10
cheating,3
spoke,40
Sayago-man,1
kettles,1
fame;,3
charity-girls,,1
containing,,1
SHEPHERD,2
imperilling,2
shylands.",1
relax,1
successful,11
huntress,1
person.",3
whirling,1
hurt,12
gallows;,1
tying,1
hurl,1
works.",1
flocks,,1
"Lie,2
famed,6
blade,5
kettle,,1
refrain.,1
Garaya,,1
Luna,1
vow,5
misfortunes,18
vanities,1
household,11
bitterest,2
organized,1
shore.,2
shore,,7
that.",2
pimp;,1
Tarquin's?,1
accurately:,1
a-side,1
turn,109
keep,,1
Gonzalo,7
damage,10
"Cide;",1
machine,1
keep;,1
downcast,,1
misfortune;,6
misfortune:,1
melon;,1
dragon,,1
destined,1
"live,1
warble,1
misfortune.,4
obscuring,1
misfortune,,13
discretion?",1
afresh,,6
effective,2
scourge,7
wins,5
attracts,2
memento,1
wink,1
Another,8
keeps,13
Trifaldi,",1
AWAY,2
wind,19
wine,25
betters,1
prebendary,2
brayers,1
wheels?",1
affect,4
TRUE,4
weals,2
lovingly,2
died.,1
died,,10
Christian,",2
died;,2
closed.,2
hidden,17
ready,,9
represent,,1
they?",1
glorify,6
enrich,2
strings,,1
payment.",1
stockings,,3
'Proceed,,1
silver,10
represents,2
finikin,1
Roque,30
Madasima.",1
'All,1
interfering,1
APE,4
intended.,1
intended,,1
fulfilling.,1
financial,1
Stars,1
woes,7
garment,1
(so,1
bowls,2
commons,1
knight-errants.,1
'Tell,4
fortnight,1
blinded,3
CENSURER,,2
diction,1
waive,1
amber-tanned,,1
meddle.",1
streets?",1
Godfrey,1
assured,16
University,1
fugitive,2
woe;,2
quoeris,,1
assures,2
dragons,2
mallets,1
woe,,3
woe.,1
galloping),1
Gentleman,,1
house!",1
Horn,1
satisfactorily.,1
potions,1
senor--and,1
Please,1
wast,2
wash,8
instruct,5
"Gently,,2
'welcome,1
pulsat,1
marry.,1
marry,,7
engagement,4
returns,4
flesh.",2
sobs,,3
notary.",1
sobs.,1
legs,22
sure,,17
sure.,2
listen,27
was;,18
was:,1
falling;,1
collapse,1
bounty,3
wisdom,14
falling,,2
was,,131
equitable,,1
was.,17
sulphur,1
coursers,1
surer,2
leg,,2
leg.,2
endure,15
lawgiver,1
blossom;,1
Angelo,1
defenceless;,1
entail,1
large),,1
zebra;,1
zebra,,1
silence),,1
responsible,2
eagerly,4
causing,2
What!,4
Verily,,2
castellan,5
What,,5
wench;,5
stirrup,6
Friston,2
wench.,1
wench,,8
upborne,1
Perrillo,1
letter,72
cunning.",1
difficulties,,4
difficulties.,1
morality,1
trestles,,1
grove,6
deluded,,2
professor,2
braying,12
"Your,32
too.",5
departing,2
ENCHANTED,,2
Paglia,,1
understood,",2
four-and-twenty,5
surfeit,,1
cousins,2
buxom,1
mettlesome,,1
dejected,,7
foolishly,1
avenge,,2
Ricardo,,2
COMMON,2
slackened,,1
lady,",4
lady,',3
listened,,1
Put,2
brother--O,1
Mephistopheles,,1
cousin;,4
men;,5
them?,7
maidens;,1
Guinart,7
them;,85
them:,6
SEND,1
men,,22
men.,1
avenged,9
cousin.,4
cousin,,12
them.,105
them,,342
maidens,,6
cape,,1
maidens.,1
jest-book.,1
traverse,3
halter,',1
disaster,4
fair,156
sapless,1
market-place,,2
bled,1
fail,35
fain,4
husband;",1
best,150
adventure;,3
projects,,1
quest,,1
estate,,2
stealthy,1
adventure.,6
princess's,2
adventure,,28
score,11
dejected;,3
scorn,10
estate;,1
preserve,20
claws,5
usance,1
senora;,2
senora?,2
twinkling,6
profitable;,1
boundless,,1
realities,,3
point.",4
MARVELLOUS,4
Court,,3
readers,11
adventurer,2
adventures,64
"Heaven,3
Stratford,1
gravelling,",1
stealth.,1
adapted,2
Court;,3
nay,,22
other's;,1
vain,11
commands;,1
harangue;,1
money,,35
'until,1
vair,1
nay;,1
money;,6
harangue,,1
commands,,2
have!",1
shrewd.",1
GOVERNOR,1
dignities,1
startled,5
avail.",1
supposing,,1
exactness,1
to,",2
life,221
say?",1
Spanish-speaking,1
moneys,1
confinement,3
held,,4
child,19
erst,1
loftiness,3
diverted,2
angry,,1
pastime,2
skirts,6
top;,1
said:,38
said;,14
stiff,,1
said?,1
obeying,3
exchanging,3
top,,1
said,,364
said.,10
something.",2
haphazard,3
swarthy,2
Britain.,1
Britain,,2
fairly,20
flippancy,1
distinctly;,1
pioneers,1
amidships,,1
bad-will,,1
alas!,1
"Whether,1
stupendous,3
shoe-dancers,1
bonny,1
coldness,3
deaths:,1
veal,,1
assuredly,,2
remorseful,,1
addresses.,1
opinions,4
poet's,1
forsaken,1
disguise,5
addresses;,1
plight,7
godfathers,1
tongue.",2
welcomed,,1
step.,5
step,,9
sir!",1
ewes,4
Lord,,4
late,,5
wah,,1
casually,1
Trinitarian,1
opinion;,1
possible,45
GOATHERD,4
possibly,10
mason,,1
birth,24
opinion.,2
opinion,,11
Lords,1
collection.,1
steps,17
people,126
Look--sinner,1
left;,1
sure,69
reader:,1
left,,10
left.,2
conclusion;,1
for,4534
fox,1
alacrity,,1
Dirlos,1
foe,8
citizen,,1
Armenia,1
serpents,2
pinched,2
bequests,,1
reader,,11
shifting,1
pinches,5
capacious,2
positively,,1
Think,1
transcends,2
serpent,,3
citizens,1
sell;,1
despair,12
twain,,1
twain.,1
Nero,,1
tiger;,1
gauze,1
nought,1
reducing,1
shed,",1
alloy.,1
clever,,4
lay.,3
lay,,7
avail,16
width,2
go?",1
temerity;,1
call,148
IV.,2
happy,57
brute?,1
tigers,2
brute,,3
see--shortsighted,1
produce.",1
hall.,1
hall,,2
silver.'",1
eyes!",2
lays,4
palm,13
Enrique,1
palm's,1
feet,78
reserved,,1
later,17
proved,33
encounters,,1
drovers,1
hungry,2
soothe,1
proves,3
exist,4
pores,1
reserved;,1
unsuspiciously,1
supporters,2
kingdom;",1
protested,1
solicitation,1
spade;,1
actor,3
republic,1
ewes,,1
conferring,1
fairies,',1
prove,,7
depravities;,1
prove.,1
maimed,2
invested,3
regent's,3
[EBook,1
prove?,1
Revenged",1
sniffed,1
unless,,5
URGANDA,1
Brought,1
'Him,1
prolixity,1
dreaming,",1
urinary,1
shelters,2
novelty,3
'Brother,,2
crocodile,1
food,,4
scarcely,,1
Plump,1
rousing,1
ecclesiastics,,2
vex,3
Enchanters,2
separated,,1
separated.,1
livest,",1
sermons;,1
choice?",1
arm?,1
jurisdictions,,1
SIERRA,10
mourn,1
cuadrillero;,1
mummy.",2
tear,12
unhindered;,1
likes,",1
team,3
inscribed,6
unhindered,,1
bonfire,2
prevent,29
musket.,1
moaned,,1
musket,,3
"these,1
"marry,1
inside;,1
carpet,,1
educate,1
sunshades;,1
exempts,1
cleanliness,3
us--indeed,,1
Marsilio,,2
current,6
sunshades,,2
proven,,1
freaks,4
True,4
Banish,1
persecutes,4
muskets,4
persecuted,5
Table.,1
Table,,1
immodesty,,1
lordlings,1
smoother-going,1
studied,5
wherever,20
commonly,33
studies,6
respite,1
love,215
Ethiopia.",1
"Tales,1
traversing,1
believe;,2
positive,4
value,,4
tightly,6
contexture,1
believe,,14
cherished,1
IMPORTANT,4
believe),1
wondering,14
method),1
introducing,1
cattle-stealer,,1
afford,16
betimes,,1
apparent,3
blood;,5
odious,3
sendal,,2
"especially,3
degrade,2
gripings,1
blood.,5
blood,,23
easiest,2
epitaph,2
honey,6
valued,8
imagination.,2
imagination,,3
believes,4
values,3
believed,38
Our,12
indolence,5
filberts,,1
imagination?,1
Out,2
port.",1
hides,4
choose?",1
kindness,,7
regardest,1
winter,5
KNIGHT,,2
Who,40
Why,8
absenting,1
PLAYED,2
hide,,2
hide.,1
spot,41
date,5
Become,2
data,1
don't.",1
disagreeable,4
yielding,8
rudeness;,1
rudeness,,1
dismounting,,1
victor's,4
Belianis,,1
hallooing,,1
PASS,2
record.,1
forelock.",1
record,,1
Basilio,25
Belianis?,1
mischievous.",1
slothfully,,1
record?,1
adding,,1
solitary,4
Zoilus,,1
keepest,1
kettledrums,,1
hubbub,1
creations,1
dwarfs,1
petition,1
clown-bred,1
matches,2
entreated,,1
records,2
unheard;,1
"Longinquous,",1
matched,2
peregrination,1
WISH,2
fully,,1
wherefrom,1
repaired,6
churchman;,1
whosoever,3
revised,1
inexcusable?,1
"Lance,1
absurdity.",1
joking.",2
canvas,2
weights;,1
beamest,,1
disguise,,1
contained,9
Dona,",1
barber;,9
bordering,1
bed-time;,1
UNFORTUNATES,2
million,3
governing,7
"right,1
intensely,1
flurried,1
you?",3
Calderon,,1
Unworthy,1
disguised,7
Consent,1
ostrich,3
disguises,1
incompetence,,1
recompense,3
edition.,1
generosity;,1
scraps,,1
Blanco,2
potter,1
generosity.,2
generosity,,3
habitation,2
croup,3
QUIXOTE,126
thyself;,5
Repeat,1
indicate,6
thyself,,20
thyself.,4
hand,",1
poisons,,2
fallen.,2
much),1
much,,19
much.,3
much;,6
representing,1
buckram;,1
rival,8
coals,,1
future,19
clouds.,1
spat,1
cavalier,3
strives,3
"far,1
devil?",1
time--and,1
tastes,5
Niece,,1
bad;,5
Pastor,2
take,518
Ganelon,1
lodgers,1
Observing,2
Ungrateful,1
altered,2
taste,,9
taste.,1
"Just,7
"suffice,1
ruffs,1
taste;,1
Camilla's,,1
ill-soaked,1
taffety,,1
tree--for,1
City,,1
defended,,1
bade,76
affirmed,1
goats?",1
walking,8
tight-fitting,2
inconstancy,,1
mighty;,1
far-reaching,1
mighty,,1
sayest,",1
robs,1
readmission,1
enclose,1
Homerus,,1
equipped,1
entreaties,15
Furioso-,1
"To-morrow,,1
broom-branches,1
carver,",1
Rueda,1
usual.,1
charmed,6
sweet-smelling,2
aught.,1
encamisados,,2
hooped,2
cursing,5
lucidity,1
Trifaldin;,1
between.",1
three-quarters;,1
liable,8
neat,,1
disabled;,1
crazy.,1
crazy,,1
corridors,1
Away,,1
sheathed,1
reign.,1
jet!,1
Fays,1
diversion's,1
affecting,2
austere.",1
rage,,8
jovial,3
reigns,1
rage;,1
jaunty,1
undermine,1
routed,,1
fortunes;,2
tomb--,1
loudly,4
LIABLE,1
expression,8
bugle,,1
Deum,1
suits,',1
sentinel,1
Deus,1
variance;,1
wearers,2
unconsciousness,2
1582,1
throttled,1
agility,,1
wrong-doer,,1
1585,1
breath,12
combined,4
forbid,",1
games,,1
Signor,2
bruised.,2
thousand,134
sturdily,2
midway;,1
ant,,1
Basilio!,1
Basilio.,1
Basilio,,8
Apollo,,1
limned,1
wanders,2
contumacy,1
shanty,1
ambushes,,1
girth,1
coolly,,1
brow,1
cheer,,3
Sierra,12
cheer;,2
toothache,1
mercies,4
thief;,1
cost,,2
well-bestowed,1
CAPTIVE,6
thief,,10
flock.,1
flock,,2
thief!,1
I,5753
within,,1
communications.",1
callow,1
Thou,,2
cheers,2
hostelry,,2
'Knight,,1
cheery,1
motionless,,1
injustices;,1
flocks,5
shut;,2
pacing,7
"dear,1
costs,12
trains,1
shut.,1
shut,,4
'The,24
jackass's,1
willissimus,,1
demise,,1
snarled,1
afterwards,54
within;,1
shrines,2
prominently,2
particularly,,1
joyful,5
skies,1
oppressive,,1
youthful,,1
ransom;,3
maravedis.",1
leaner,1
knights.",3
ransom,,4
60,1
Pasamonte,4
clad,22
clay,2
sumptuously,1
slings,1
tailor;,1
wanting;,2
LIONS;,1
innkeeper,17
gifts,,3
received!,1
thinks,7
wanting,,1
growler,,1
tube,4
Julius,6
sins,,1
fringes,1
Valladolid,1
belches,1
think,,29
tus;',1
confided,4
dissection,1
sprung,1
"Altisidora,1
think;,2
ace,2
industry,3
evil-minded,2
practicable,1
act,27
Micomicon,2
countess.",1
widowed,1
inserts,1
image,17
clarion;,1
music.",1
widower,2
discrimination,,2
right,",14
stratagems,,2
WIFE,,3
accidents.",1
things.",1
clarions,9
longings,1
dyer's,1
another.,11
another,,54
antiquated,1
another!,1
buying,2
they're,5
Loyal,,1
do.",8
copying,,2
Close,2
turquesco.,1
torso,1
agree,19
Maritornes--for,1
gone,94
carver,5
ad,2
flying."--And,1
filthier,1
am,669
al,1
an,839
as,4253
at,1930
ay,1
cool.",1
"Ah!",2
rethoric;,1
novice,5
delays,,1
fuerint,1
poems,,2
oh,,2
conjectures,3
Elegant,,1
a,,1
Moncadas,1
herbs,11
subjects,,2
undeceived,,2
message;,2
"Few,1
Vicar,2
crooked,,1
impossibility,8
enjoyments,,1
original,25
worth!",1
Felicia,1
chain-shot,,1
puzzle,,1
Caesar,3
DOUBTS,2
juxta,1
reasoning,4
daytime,,1
capparum,,1
hackneys,",1
duty,,6
aftermost,1
Altisidora,,18
Altisidora.,3
imagined?",1
dressing,7
Altisidora;,3
knight-errantry!",1
puzzled,5
profession.,1
puzzles,1
Alifanfaron,2
instinct,,2
cunningly,1
Aragonese,3
condition,38
highways,1
accompanying,7
marvellous,30
ingratitude,5
Toby,1
broken,,2
'They,1
staves,,2
dusky,1
broken:,1
broken;,1
mount,31
wing.",1
penalties,4
hour,,12
grease,1
cask,2
hour;,6
turning,65
plain.",1
inn-yard.,1
poisonous,1
Villadiego,,1
Ciudad,2
substantial.",1
receiving,,1
seemed,156
Traitor,,1
committed?",1
vomiting,2
hours,26
oaths,",1
dramatist,1
lookers-on,1
yourself;,4
compliance,5
long-forgotten,1
yourself,,15
yourself.,1
pick,14
action,7
smuggle,1
strolling,3
find.",1
marriages,1
'Such,1
indoors,1
heartily,",1
siestas,1
implore,13
archives,3
saw--who,1
marriage;,1
person.,2
Humble,1
spoils,12
pressingly,,1
documents;,1
head.",12
marriage,,10
marriage.,2
confident,,1
expeditious,1
soul).,1
cunning,6
keeping,39
science,8
EXTRAORDINARY,2
evolved,1
starts,1
beautiful,50
stated,5
needlework,1
neglected,3
accept,18
autumn,2
Zeca,1
sense,30
outright.,1
outright,,1
tapestry,1
information,7
dazzle,1
equanimity,,1
unshared,,1
cling,1
befooled,,1
unattended,1
creature,9
wiles,4
"Pledges,1
signature,1
state.,2
CONTROVERSY,2
state;,2
oppressor's,1
provender,,1
brown,,2
tales,,2
personage!--there,1
courteously,5
Frenchmen,3
across,",1
Ricote,15
Ricota,2
sinning,1
pang,1
pane,1
vanquished?",1
truth?,1
truth;,13
sleeps,,5
deeds,47
truth.,4
truth,,71
travelling,19
unclean,2
skipped,1
propose,4
detested,1
catafalque;,1
consign,4
catafalque,,3
dyes;,1
stewed,1
judgeships,1
Sancho?",22
always,152
Villanovas,1
says--,1
inflexible,,2
deed.,1
coarse,,3
deed,,3
"Certainly,4
Polo,1
men,",1
"Secondly,,1
jesting;,1
pitfall,,1
haughtiness,,1
themselves.',1
doctors;,1
themselves.",2
adventurer--God,1
worn,,1
Clenardo?",1
animal,",1
anxious,28
missed,5
"'The,1
smaller,,1
lightest,,1
misses,1
exclamations.,1
darling,1
devil's,7
attentions,5
drifting,1
his),,1
imagine,21
Suddenly,1
well-nigh,10
reproach,8
attention,,10
silk:,1
silk;,1
fowls,2
civilities,,1
silk,,6
expedient,2
conductors,1
delicate,7
gazed,11
slipped,3
'Austriada',1
number,55
Milan,,2
slipper,1
gazes,1
ethereal,1
executioners,1
remember,,12
Antony,1
heads,12
threatening,5
"Cava,1
Antiquities;',1
philanthropy,1
affable,,1
in!",2
exponents,1
executioner.,1
gaze,,5
immediate,8
rogues,",1
moment.",1
grace,25
"Lay,2
ass-colts,,3
infirmity,,1
weighty.",1
head?,2
head;,7
inn-gate,,2
saddled,,1
determined,30
marriage,27
head!,2
head.,8
head,,68
traitress.,1
fights,2
well-finished;,1
word.",1
livery,4
"'And,1
untie,',1
Jervas,,1
BELIANIS,1
judging;,1
smock,,3
smock.,1
"These,6
UNDERSTANDING,2
play,32
fight;,2
effecting,5
make,,3
fight,,7
plan,27
fight.,1
unequal,4
covet,1
cover,22
silver.,1
silver,,3
justify,4
attacking,3
"except,2
high-road,2
"She,11
reformed.,1
enamourned,1
alone.',1
aghast,1
well-placed,1
jade's,1
greater.",1
magician,,3
frequently,,1
feats,,4
courier.,1
defter,2
failed,18
"Since,3
Fridays,,1
undone,,1
METHOD,2
unsuspectingly,1
"lay,1
